country,year,predicted_temperature
GMB,2018,27.912014
GMB,2019,27.948927
GMB,2020,27.985819
GMB,2021,28.022734
GMB,2022,28.062164
GMB,2023,28.102388
GMB,2024,28.142597
GMB,2025,28.182806
TGO,2015,27.291752
TGO,2016,27.33499
TGO,2017,27.378225
TGO,2018,27.421457
TGO,2019,27.464697
TGO,2020,27.50793
TGO,2021,27.55117
TGO,2022,27.594143
TGO,2023,27.63649
TGO,2024,27.67884
TGO,2025,27.725502
TLS,2015,24.710865
TLS,2016,24.737373
TLS,2017,24.777567
TLS,2018,24.823294
TLS,2019,24.869936
TLS,2020,24.919928
TLS,2021,24.97053
TLS,2022,25.021133
TLS,2023,25.071749
TLS,2024,25.122393
TLS,2025,25.173141
TKL,2015,27.129423
TKL,2016,27.158361
TKL,2017,27.187296
TKL,2018,27.217735
TKL,2019,27.252493
TKL,2020,27.288576
TKL,2021,27.324654
TKL,2022,27.360748
TKL,2023,27.39829
TKL,2024,27.437567
TKL,2025,27.476845
TON,2015,25.063839
TON,2016,25.094334
TON,2017,25.129652
TON,2018,25.164968
TON,2019,25.205303
TON,2020,25.25439
TON,2021,25.303488
TON,2022,25.352585
TON,2023,25.40168
TON,2024,25.450783
TON,2025,25.499685
TTO,2015,26.71243
TTO,2016,26.73865
TTO,2017,26.764858
TTO,2018,26.791063
TTO,2019,26.817287
TTO,2020,26.8435
TTO,2021,26.869713
TTO,2022,26.895924
TTO,2023,26.922146
TTO,2024,26.948357
TTO,2025,26.976858
TCA,2015,26.28747
TCA,2016,26.325935
TCA,2017,26.364397
TCA,2018,26.402857
TCA,2019,26.441322
TCA,2020,26.479782
TCA,2021,26.52062
TCA,2022,26.56305
TCA,2023,26.605482
TCA,2024,26.64791
TCA,2025,26.690346
TKM,2015,17.45315
TKM,2016,17.489601
TKM,2017,17.526058
TKM,2018,17.5625
TKM,2019,17.598953
TKM,2020,17.635405
TKM,2021,17.67192
TKM,2022,17.710798
TKM,2023,17.74979
TKM,2024,17.794716
TKM,2025,17.848803
TUN,2015,20.740667
TUN,2016,20.790741
TUN,2017,20.8408
TUN,2018,20.890865
TUN,2019,20.941612
TUN,2020,20.995241
TUN,2021,21.050104
TUN,2022,21.104979
TUN,2023,21.15984
TUN,2024,21.216616
TUN,2025,21.275248
TUR,2015,11.966137
TUR,2016,12.034106
TUR,2017,12.102091
TUR,2018,12.170883
TUR,2019,12.239712
TUR,2020,12.308538
TUR,2021,12.377372
TUR,2022,12.446199
TUR,2023,12.51503
TUR,2024,12.583861
TUR,2025,12.652684
TUV,2015,27.557621
TUV,2016,27.590149
TUV,2017,27.622671
TUV,2018,27.655203
TUV,2019,27.68773
TUV,2020,27.719797
TUV,2021,27.751434
TUV,2022,27.787577
TUV,2023,27.831343
TUV,2024,27.87598
TUV,2025,27.922058
UMI,2015,25.496506
UMI,2016,25.530535
UMI,2017,25.564568
UMI,2018,25.598593
UMI,2019,25.632622
UMI,2020,25.666666
UMI,2021,25.700535
UMI,2022,25.733532
UMI,2023,25.766518
UMI,2024,25.799503
UMI,2025,25.83305
ARE,2015,28.563442
ARE,2016,28.611593
ARE,2017,28.659733
ARE,2018,28.707874
ARE,2019,28.756012
ARE,2020,28.804167
ARE,2021,28.852299
ARE,2022,28.901865
ARE,2023,28.952267
ARE,2024,29.002657
ARE,2025,29.054722
UGA,2015,23.587563
UGA,2016,23.633331
UGA,2017,23.678547
UGA,2018,23.723433
UGA,2019,23.772093
UGA,2020,23.822294
UGA,2021,23.872496
UGA,2022,23.922695
UGA,2023,23.9729
UGA,2024,24.023106
UGA,2025,24.074364
UKR,2015,9.781663
UKR,2016,9.860598
UKR,2017,9.939895
UKR,2018,10.019394
UKR,2019,10.098894
UKR,2020,10.17836
UKR,2021,10.25522
UKR,2022,10.332076
UKR,2023,10.408936
UKR,2024,10.4858
UKR,2025,10.561424
GBR,2015,9.767391
GBR,2016,9.805407
GBR,2017,9.846132
GBR,2018,9.887231
GBR,2019,9.928326
GBR,2020,9.970135
GBR,2021,10.017755
GBR,2022,10.069878
GBR,2023,10.130581
GBR,2024,10.193522
GBR,2025,10.256473
USA,2015,10.373819
USA,2016,10.413955
USA,2017,10.454435
USA,2018,10.494917
USA,2019,10.535396
USA,2020,10.576529
USA,2021,10.618838
USA,2022,10.662476
USA,2023,10.712105
USA,2024,10.762777
USA,2025,10.818073
VIR,2015,26.624416
VIR,2016,26.64187
VIR,2017,26.65931
VIR,2018,26.676754
VIR,2019,26.694202
VIR,2020,26.716469
VIR,2021,26.739262
VIR,2022,26.765337
VIR,2023,26.7999
VIR,2024,26.834934
VIR,2025,26.872007
URY,2015,18.107138
URY,2016,18.134
URY,2017,18.160872
URY,2018,18.187756
URY,2019,18.214632
URY,2020,18.24132
URY,2021,18.267553
URY,2022,18.29378
URY,2023,18.321005
URY,2024,18.358526
URY,2025,18.398016
UZB,2015,13.895805
UZB,2016,13.938037
UZB,2017,13.980264
UZB,2018,14.022497
UZB,2019,14.064726
UZB,2020,14.1069565
UZB,2021,14.153612
UZB,2022,14.206312
UZB,2023,14.264182
UZB,2024,14.3266
UZB,2025,14.389214
VUT,2015,25.393106
VUT,2016,25.4223
VUT,2017,25.452723
VUT,2018,25.488003
VUT,2019,25.52504
VUT,2020,25.56251
VUT,2021,25.599985
VUT,2022,25.637455
VUT,2023,25.674936
VUT,2024,25.715517
VUT,2025,25.75844
VAT,2015,16.95871
VAT,2016,17.000675
VAT,2017,17.043064
VAT,2018,17.08546
VAT,2019,17.128176
VAT,2020,17.1712
VAT,2021,17.217386
VAT,2022,17.263573
VAT,2023,17.309763
VAT,2024,17.357597
VAT,2025,17.406092
VNM,2015,24.053022
VNM,2016,24.095123
VNM,2017,24.137224
VNM,2018,24.179335
VNM,2019,24.221432
VNM,2020,24.264242
VNM,2021,24.307888
VNM,2022,24.351524
VNM,2023,24.395163
VNM,2024,24.439781
VNM,2025,24.486624
WLF,2015,27.232527
WLF,2016,27.256762
WLF,2017,27.283588
WLF,2018,27.311497
WLF,2019,27.339382
WLF,2020,27.367283
WLF,2021,27.39923
WLF,2022,27.44077
WLF,2023,27.482307
WLF,2024,27.52385
WLF,2025,27.566572
PSE,2015,20.178705
PSE,2016,20.228745
PSE,2017,20.277828
PSE,2018,20.326918
PSE,2019,20.376005
PSE,2020,20.425093
PSE,2021,20.474373
PSE,2022,20.525862
PSE,2023,20.57822
PSE,2024,20.630587
PSE,2025,20.682951
ZMB,2015,22.410318
ZMB,2016,22.456333
ZMB,2017,22.50235
ZMB,2018,22.548382
ZMB,2019,22.594402
ZMB,2020,22.64043
ZMB,2021,22.688755
ZMB,2022,22.738087
ZMB,2023,22.787432
ZMB,2024,22.836765
ZMB,2025,22.886099
ZWE,2015,21.83861
ZWE,2016,21.885498
ZWE,2017,21.932695
ZWE,2018,21.980099
ZWE,2019,22.027508
ZWE,2020,22.075289
ZWE,2021,22.126005
ZWE,2022,22.176722
ZWE,2023,22.227436
ZWE,2024,22.278166
ZWE,2025,22.328882
